"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p","Empirical_p"
"SEQ21625","","","42","63","97","2","30.215827338129497","3.076923076923077","0.013745704467353952","1.3872119777213762e-21","2.0300460081974618e-17","2.0300460081974618e-17","21","2","20","2.09808349609375e-05","0.00022125244140625","0.000999000999000999"
"SEQ21619","","","33","59","106","6","23.741007194244602","9.230769230769232","0.03165973776782859","2.2198458767563942e-20","3.248522456045307e-16","1.6242612280226536e-16","20","5","18","0.0004024505615234376","0.04138946533203125","0.000999000999000999"
"SEQ21555","","","15","48","124","17","10.79136690647482","26.153846153846157","0.04284274193548387","2.6997500609554125e-19","3.950814239202151e-15","9.877035598005377e-16","19","5","16","0.004425048828125002","0.06356811523437494","0.000999000999000999"
"SEQ21579","","","15","48","124","17","10.79136690647482","26.153846153846157","0.04284274193548387","2.6997500609554125e-19","3.950814239202151e-15","9.877035598005377e-16","19","5","16","0.004425048828125002","0.06356811523437494","0.000999000999000999"
"SEQ233","","","132","26","7","39","94.96402877697841","60.0","28.285714285714285","1.361743050463565e-17","1.992774780048381e-13","3.985549560096762e-14","13","12","4","0.0034179687499999996","0.26684570312499983","0.000999000999000999"
"SEQ21547","","","15","45","124","20","10.79136690647482","30.76923076923077","0.053763440860215055","5.081955642962124e-17","7.436933887910772e-13","9.296167359888466e-14","19","6","16","0.004425048828125002","0.16706848144531244","0.000999000999000999"
"SEQ21551","","","15","45","124","20","10.79136690647482","30.76923076923077","0.053763440860215055","5.081955642962124e-17","7.436933887910772e-13","9.296167359888466e-14","19","6","16","0.004425048828125002","0.16706848144531244","0.000999000999000999"
"SEQ21567","","","15","45","124","20","10.79136690647482","30.76923076923077","0.053763440860215055","5.081955642962124e-17","7.436933887910772e-13","9.296167359888466e-14","19","6","16","0.004425048828125002","0.16706848144531244","0.000999000999000999"
"SEQ234","","","132","38","7","27","94.96402877697841","41.53846153846154","13.398496240601503","4.29451555947685e-10","6.2845940697384225e-06","6.982882299709358e-07","15","9","6","0.6072387695312501","0.6072387695312501","0.19047619047619047"
"SEQ24330","","","34","46","105","19","24.46043165467626","29.230769230769234","0.13374741200828158","6.044726153357843e-10","8.845852252823868e-06","8.845852252823868e-07","16","5","14","0.004180908203124999","0.21011352539062492","0.000999000999000999"
"SEQ28016","","","11","29","128","36","7.913669064748201","55.38461538461539","0.10668103448275862","3.522901489844666e-09","5.155414040238684e-05","4.686740036580622e-06","13","6","8","0.5810546875","0.9999999999999999","0.19444444444444445"
"SEQ16511","","","129","37","10","28","92.80575539568345","43.07692307692308","9.762162162162163","4.115074243228536e-09","6.02199964754064e-05","5.0183330396172e-06","17","11","7","0.33230590820312506","0.629058837890625","0.028971028971028972"
"SEQ5721","","","22","37","117","28","15.827338129496402","43.07692307692308","0.1422961422961423","5.034697234411213e-09","7.367775932837369e-05","5.6675199483364376e-06","23","8","18","0.0106220245361328","0.21003961563110343","0.000999000999000999"
"SEQ24260","","","24","38","115","27","17.26618705035971","41.53846153846154","0.1482837528604119","8.598117757462973e-09","0.00012582485526271316","8.987489661622368e-06","22","10","13","0.5234670639038081","0.831811904907225","0.21875"
"SEQ28003","","","11","28","128","37","7.913669064748201","56.92307692307692","0.11356026785714286","1.1469477793313065e-08","0.0001678443380273434","1.0490271126708962e-05","13","7","8","0.5810546875","0.9999999999999999","0.28125"
"SEQ28025","","","11","28","128","37","7.913669064748201","56.92307692307692","0.11356026785714286","1.1469477793313065e-08","0.0001678443380273434","1.0490271126708962e-05","14","7","8","0.7905273437500004","1.0","0.28125"
"SEQ16019","","","130","39","9","26","93.5251798561151","40.0","9.62962962962963","1.5142110745877847e-08","0.0002215896486551764","1.3034685215010377e-05","14","8","6","0.7905273437500004","0.7905273437500004","0.3125"
"SEQ16493","","","131","40","8","25","94.24460431654677","38.46153846153847","10.234375","1.6411137214699348e-08","0.00024016058199991027","1.334225455555057e-05","14","9","5","0.4239501953124999","0.4239501953124999","0.07392607392607392"
"SEQ28011","","","11","27","128","38","7.913669064748201","58.46153846153847","0.12094907407407407","3.624220554096828e-08","0.0005303684358865298","2.79141282045542e-05","15","8","9","0.6072387695312501","0.9999999999999997","0.13310580204778158"
"SEQ5742","","","139","51","0","14","100.0","21.53846153846154","inf","3.8816177674280976e-08","0.0005680359440854278","2.8401797204271392e-05","2","2","0","0.5","0.5","0.375"
"SEQ28007","","","9","25","130","40","6.474820143884892","61.53846153846154","0.11076923076923077","4.813679893528986e-08","0.0007044339156190318","3.354447217233485e-05","14","6","8","0.7905273437500004","0.7905273437500004","0.1836734693877551"
"SEQ21661","","","33","41","106","24","23.741007194244602","36.92307692307693","0.18223653934652553","1.2996177656141563e-07","0.0019018606381997563","5.490630836047881e-05","23","12","15","0.21003961563110343","0.9999999999999998","0.01998001998001998"
"SEQ28018","","","10","25","129","40","7.194244604316546","61.53846153846154","0.12403100775193798","1.3062351940881666e-07","0.001911544583028623","5.490630836047881e-05","13","6","8","0.5810546875","0.9999999999999999","0.25"
"SEQ206","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","0","1","1.0","1.0","1.0"
"SEQ621","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","9","0","9","0.00390625","0.00390625","0.000999000999000999"
"SEQ3034","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","0","1","1.0","1.0","1.0"
"SEQ3518","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","0","1","1.0","1.0","1.0"
"SEQ4619","","","139","52","0","13","100.0","20.0","inf","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","1","0","1.0","1.0","1.0"
"SEQ4649","","","139","52","0","13","100.0","20.0","inf","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","1","0","1.0","1.0","0.96875"
"SEQ5708","","","139","52","0","13","100.0","20.0","inf","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","1","0","1.0","1.0","0.96875"
"SEQ7056","","","139","52","0","13","100.0","20.0","inf","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","1","0","1.0","1.0","1.0"
"SEQ7368","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","0","1","1.0","1.0","1.0"
"SEQ10809","","","139","52","0","13","100.0","20.0","inf","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","1","0","1.0","1.0","0.96875"
"SEQ10921","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","0","1","1.0","1.0","1.0"
"SEQ17315","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","0","1","1.0","1.0","1.0"
"SEQ18668","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","0","1","1.0","1.0","1.0"
"SEQ25582","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","6","0","6","0.03125","0.03125","0.006993006993006993"
"SEQ27401","","","0","13","139","52","0.0","80.0","0.0","1.4257480645744123e-07","0.002086439717698195","5.490630836047881e-05","1","0","1","1.0","1.0","1.0"
"SEQ21592","","","43","46","96","19","30.935251798561154","29.230769230769234","0.1850090579710145","1.515474735811575e-07","0.002217745728386659","5.686527508683741e-05","18","5","14","0.0308837890625","0.09625244140624999","0.011988011988011988"
"SEQ27683","","","13","27","126","38","9.352517985611511","58.46153846153847","0.14520870076425632","2.4622781873145983e-07","0.0036032978993161833","9.008244748290458e-05","17","7","13","0.049041748046874986","0.629058837890625","0.000999000999000999"
"SEQ17430","","","89","62","50","3","64.02877697841727","4.615384615384616","0.08612903225806452","3.3715699352103245e-07","0.004933955443186789","0.0001203403766630924","22","3","19","0.000855445861816406","0.000855445861816406","0.008991008991008992"
"SEQ27934","","","22","33","117","32","15.827338129496402","49.23076923076923","0.18233618233618235","4.399653588500209e-07","0.006438453061411205","0.00015329650146217157","19","11","11","0.6476058959960938","0.6476058959960938","0.875"
"SEQ1960","","","0","12","139","53","0.0","81.53846153846153","0.0","5.164974120722359e-07","0.0075584231282651","0.0001643135462666326","1","0","1","1.0","1.0","0.59375"
"SEQ2376","","","139","53","0","12","100.0","18.461538461538463","inf","5.164974120722359e-07","0.0075584231282651","0.0001643135462666326","1","1","0","1.0","1.0","0.8125"
"SEQ11421","","","139","53","0","12","100.0","18.461538461538463","inf","5.164974120722359e-07","0.0075584231282651","0.0001643135462666326","1","1","0","1.0","1.0","0.59375"
"SEQ23364","","","0","12","139","53","0.0","81.53846153846153","0.0","5.164974120722359e-07","0.0075584231282651","0.0001643135462666326","1","0","1","1.0","1.0","0.6875"
"SEQ16113","","","76","58","63","7","54.67625899280576","10.76923076923077","0.14559386973180077","5.681098628717975e-07","0.008313719733265884","0.00017688765389927414","21","5","16","0.026603698730468753","0.026603698730468753","0.024975024975024976"
"SEQ16486","","","126","39","13","26","90.64748201438849","40.0","6.461538461538462","6.78647756195451e-07","0.00993133126416423","0.00020690273467008813","17","9","10","0.629058837890625","0.9999999999999998","0.625"
"SEQ22028","","","83","15","56","50","59.71223021582733","76.92307692307693","4.940476190476191","1.0752228326376618e-06","0.015734810932819542","0.00032111859046570493","19","15","7","0.019210815429687503","0.3592834472656249","0.006993006993006993"
"SEQ3451","","","0","11","139","54","0.0","83.07692307692308","0.0","1.8460000098140928e-06","0.027014364143619435","0.0005402872828723887","4","0","4","0.125","0.125","0.08691308691308691"
"SEQ17794","","","31","0","108","65","22.302158273381295","100.0","inf","3.3244440971039624e-06","0.048649914917019386","0.0009539199003337134","6","6","0","0.03125","0.03125","0.006993006993006993"
"SEQ7523","","","87","18","52","47","62.589928057553955","72.3076923076923","4.368589743589744","4.8671398399035975e-06","0.07122572441714925","0.0013697254695605625","18","13","7","0.09625244140624999","0.48068237304687483","0.026973026973026972"
"SEQ20166","","","16","26","123","39","11.510791366906476","60.0","0.1951219512195122","9.727772717461596e-06","0.142356225947333","0.0026859665273081695","19","8","13","0.16706848144531244","0.6476058959960938","0.004995004995004995"
"SEQ29473","","","3","14","136","51","2.158273381294964","78.46153846153847","0.08035714285714286","1.1074881900606149e-05","0.1620698217334704","0.0029467240315176435","11","3","9","0.06542968749999997","0.22656250000000003","0.002997002997002997"
"SEQ19299","","","136","51","3","14","97.84172661870504","21.53846153846154","12.444444444444445","1.107488190060615e-05","0.1620698217334704","0.0029467240315176435","10","7","3","0.3437499999999999","0.3437499999999999","0.04795204795204795"
"SEQ24074","","","59","8","80","57","42.44604316546763","87.6923076923077","5.2546875","1.2097196468664044e-05","0.1770303731224296","0.0031612566629005286","18","12","8","0.23788452148437486","0.8145294189453123","0.21875"
"SEQ427","","","22","29","117","36","15.827338129496402","55.38461538461539","0.23342175066312998","2.1594308882904507e-05","0.31601111619242456","0.005544054670042536","20","8","13","0.2631759643554687","0.5034446716308595","0.014985014985014986"
"SEQ27937","","","19","27","120","38","13.66906474820144","58.46153846153847","0.2228395061728395","2.2584499144127255e-05","0.3305015604751582","0.005698302766813073","18","12","9","0.23788452148437486","1.0","0.6875"
"SEQ21330","","","51","6","88","59","36.69064748201439","90.76923076923077","5.698863636363637","2.329820238272686e-05","0.34094589366882483","0.005778743960488556","7","7","3","0.015625","0.9999999999999998","0.001998001998001998"
"SEQ27680","","","12","22","127","43","8.633093525179856","66.15384615384615","0.18468146027201146","2.639160142748082e-05","0.38621469528975433","0.0064369115881625725","18","8","12","0.23788452148437486","0.8145294189453123","0.002997002997002997"
"SEQ659","","","136","52","3","13","97.84172661870504","20.0","11.333333333333334","3.3204685431388686e-05","0.48591736660294205","0.00796585846890069","12","9","3","0.14599609375000003","0.14599609375000003","0.000999000999000999"
"SEQ7759","","","132","48","7","17","94.96402877697841","26.153846153846157","6.678571428571429","3.46680743205428e-05","0.5073325996068233","0.008052898406457513","11","7","5","0.548828125","0.9999999999999997","0.18"
"SEQ8584","","","132","48","7","17","94.96402877697841","26.153846153846157","6.678571428571429","3.46680743205428e-05","0.5073325996068233","0.008052898406457513","11","7","5","0.548828125","0.9999999999999997","0.1202435312024353"
"SEQ2341","","","57","47","82","18","41.007194244604314","27.692307692307693","0.2662169174883238","4.152097338171243e-05","0.6076179244679797","0.009494030069812183","14","2","12","0.012939453124999998","0.012939453124999998","0.03296703296703297"
"SEQ13071","","","117","37","22","28","84.17266187050359","43.07692307692308","4.024570024570025","4.726806149718436e-05","0.691720811949796","0.010641858645381476","21","12","11","0.6636238098144525","1.0","0.2"
"SEQ485","","","138","55","1","10","99.28057553956835","15.384615384615385","25.09090909090909","5.3164800282645804e-05","0.7780136873362387","0.010772949366683379","2","2","1","0.5","1.0","0.65625"
"SEQ21566","","","43","4","96","61","30.935251798561154","93.84615384615384","6.830729166666667","5.8820440745592295e-05","0.8607783298709977","0.010772949366683379","3","3","2","0.25","1.0","0.625"
"SEQ21398","","","42","4","97","61","30.215827338129497","93.84615384615384","6.603092783505154","5.962887103330283e-05","0.8726088987013536","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ21437","","","42","4","97","61","30.215827338129497","93.84615384615384","6.603092783505154","5.962887103330283e-05","0.8726088987013536","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ21440","","","42","4","97","61","30.215827338129497","93.84615384615384","6.603092783505154","5.962887103330283e-05","0.8726088987013536","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ21504","","","42","4","97","61","30.215827338129497","93.84615384615384","6.603092783505154","5.962887103330283e-05","0.8726088987013536","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ21824","","","42","4","97","61","30.215827338129497","93.84615384615384","6.603092783505154","5.962887103330283e-05","0.8726088987013536","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ21838","","","42","4","97","61","30.215827338129497","93.84615384615384","6.603092783505154","5.962887103330283e-05","0.8726088987013536","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ21846","","","42","4","97","61","30.215827338129497","93.84615384615384","6.603092783505154","5.962887103330283e-05","0.8726088987013536","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ8404","","","97","61","42","4","69.7841726618705","6.153846153846154","0.15144418423106948","5.962887103330284e-05","0.8726088987013537","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ2182","","","97","61","42","4","69.7841726618705","6.153846153846154","0.15144418423106948","5.962887103330284e-05","0.8726088987013537","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ2455","","","97","61","42","4","69.7841726618705","6.153846153846154","0.15144418423106948","5.962887103330284e-05","0.8726088987013537","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ2593","","","97","61","42","4","69.7841726618705","6.153846153846154","0.15144418423106948","5.962887103330284e-05","0.8726088987013537","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ2654","","","97","61","42","4","69.7841726618705","6.153846153846154","0.15144418423106948","5.962887103330284e-05","0.8726088987013537","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ2742","","","97","61","42","4","69.7841726618705","6.153846153846154","0.15144418423106948","5.962887103330284e-05","0.8726088987013537","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ7934","","","97","61","42","4","69.7841726618705","6.153846153846154","0.15144418423106948","5.962887103330284e-05","0.8726088987013537","0.010772949366683379","2","2","2","0.5","0.5","1.0"
"SEQ26442","","","38","3","101","62","27.33812949640288","95.38461538461539","7.775577557755776","6.426922942686004e-05","0.9405159034326699","0.011469706139422803","16","15","3","0.000518798828125","0.021270751953125","0.000999000999000999"
"SEQ20180","","","15","23","124","42","10.79136690647482","64.61538461538461","0.2208976157082749","7.044376946468571e-05","1.0","0.012420170148749528","18","7","12","0.23788452148437486","0.48068237304687483","0.01898101898101898"
"SEQ6993","","","94","60","45","5","67.62589928057554","7.6923076923076925","0.17407407407407408","9.054007825861637e-05","1.0","0.014822371085366945","3","3","3","0.25","0.25","0.75"
"SEQ7068","","","94","60","45","5","67.62589928057554","7.6923076923076925","0.17407407407407408","9.054007825861637e-05","1.0","0.014822371085366945","3","3","3","0.25","0.25","0.6875"
"SEQ21597","","","45","5","94","60","32.37410071942446","92.3076923076923","5.74468085106383","9.054007825861638e-05","1.0","0.014822371085366945","3","3","3","0.25","0.25","0.90625"
"SEQ21684","","","45","5","94","60","32.37410071942446","92.3076923076923","5.74468085106383","9.054007825861638e-05","1.0","0.014822371085366945","3","3","3","0.25","0.25","0.9375"
"SEQ21693","","","45","5","94","60","32.37410071942446","92.3076923076923","5.74468085106383","9.054007825861638e-05","1.0","0.014822371085366945","3","3","3","0.25","0.25","1.0"
"SEQ31954","","","45","5","94","60","32.37410071942446","92.3076923076923","5.74468085106383","9.054007825861638e-05","1.0","0.014822371085366945","3","3","3","0.25","0.25","0.90625"
"SEQ3675","","","116","65","23","0","83.45323741007195","0.0","0.0","9.115849375994432e-05","1.0","0.014822371085366945","4","0","4","0.125","0.125","0.53125"
"SEQ21403","","","44","5","95","60","31.654676258992804","92.3076923076923","5.557894736842106","9.832899815769973e-05","1.0","0.01581259954988767","3","3","3","0.25","0.25","1.0"
"SEQ27685","","","6","15","133","50","4.316546762589928","76.92307692307693","0.15037593984962405","0.00010045342935103096","1.0","0.01597864657742377","16","6","11","0.21011352539062492","0.45449829101562506","0.001998001998001998"
"SEQ32069","","","102","62","37","3","73.38129496402878","4.615384615384616","0.13339145597210114","0.00011134674288369502","1.0","0.01752094876731175","6","0","6","0.03125","0.03125","0.055944055944055944"
"SEQ21861","","","59","10","80","55","42.44604316546763","84.61538461538461","4.05625","0.00012053282040366875","1.0","0.018764652061566897","18","11","9","0.48068237304687483","1.0","0.375"
"SEQ21541","","","34","34","105","31","24.46043165467626","47.69230769230769","0.29523809523809524","0.00012310801852210085","1.0","0.01896381834792025","22","5","19","0.000855445861816406","0.016900539398193356","0.000999000999000999"
"SEQ13022","","","115","37","24","28","82.73381294964028","43.07692307692308","3.626126126126126","0.00013468128347388794","1.0","0.020530478149550793","21","11","13","0.38331031799316395","1.0","0.4375"
"SEQ13032","","","114","36","25","29","82.01438848920863","44.61538461538462","3.6733333333333333","0.00013854812879178456","1.0","0.020902199141638923","21","12","13","0.38331031799316395","0.6636238098144525","0.5625"
"SEQ2636","","","111","64","28","1","79.85611510791367","1.5384615384615385","0.06194196428571429","0.00015168635490185595","1.0","0.021344020361863076","2","1","2","0.5","1.0","0.6875"
"SEQ2936","","","111","64","28","1","79.85611510791367","1.5384615384615385","0.06194196428571429","0.00015168635490185595","1.0","0.021344020361863076","2","1","2","0.5","1.0","0.75"
"SEQ6429","","","111","64","28","1","79.85611510791367","1.5384615384615385","0.06194196428571429","0.00015168635490185595","1.0","0.021344020361863076","2","1","2","0.5","1.0","0.78125"
"SEQ7560","","","111","64","28","1","79.85611510791367","1.5384615384615385","0.06194196428571429","0.00015168635490185595","1.0","0.021344020361863076","2","1","2","0.5","1.0","0.625"
"SEQ8258","","","111","64","28","1","79.85611510791367","1.5384615384615385","0.06194196428571429","0.00015168635490185595","1.0","0.021344020361863076","2","1","2","0.5","1.0","0.65625"
"SEQ21656","","","28","1","111","64","20.14388489208633","98.46153846153847","16.144144144144143","0.00015168635490185595","1.0","0.021344020361863076","2","2","1","0.5","1.0","0.65625"
"SEQ21666","","","28","1","111","64","20.14388489208633","98.46153846153847","16.144144144144143","0.00015168635490185595","1.0","0.021344020361863076","2","2","1","0.5","1.0","0.75"
"SEQ27679","","","10","18","129","47","7.194244604316546","72.3076923076923","0.20241171403962102","0.00015600092682886392","1.0","0.021742072030605665","17","8","11","0.33230590820312506","0.9999999999999998","0.003996003996003996"
"SEQ7469","","","78","18","61","47","56.11510791366906","72.3076923076923","3.33879781420765","0.00016088449844309677","1.0","0.02221116745487055","20","14","7","0.11531829833984371","0.2631759643554687","0.19444444444444445"
"SEQ21593","","","43","5","96","60","30.935251798561154","92.3076923076923","5.375","0.00016477127860642853","1.0","0.022326508251171065","4","3","4","0.125","0.625","0.59375"
"SEQ21621","","","43","5","96","60","30.935251798561154","92.3076923076923","5.375","0.00016477127860642853","1.0","0.022326508251171065","4","3","4","0.125","0.625","0.4375"
"SEQ852","","","93","25","46","40","66.90647482014388","61.53846153846154","3.234782608695652","0.00022877073194606695","1.0","0.028317648517817845","23","13","15","0.21003961563110343","0.6776394844055175","0.3125"
"SEQ5918","","","133","51","6","14","95.68345323741008","21.53846153846154","6.084967320261438","0.0002623071729695711","1.0","0.028317648517817845","13","9","5","0.26684570312499983","0.5810546875","0.008991008991008992"
"SEQ17865","","","134","52","5","13","96.40287769784173","20.0","6.7","0.0002816620250724664","1.0","0.028317648517817845","6","1","5","0.21875000000000003","0.21875000000000003","0.625"
"SEQ19581","","","134","52","5","13","96.40287769784173","20.0","6.7","0.0002816620250724664","1.0","0.028317648517817845","6","1","5","0.21875000000000003","0.21875000000000003","0.375"
"SEQ19085","","","26","1","113","64","18.705035971223023","98.46153846153847","14.725663716814159","0.00028290721263634765","1.0","0.028317648517817845","2","1","1","1.0","1.0","1.0"
"SEQ21523","","","26","1","113","64","18.705035971223023","98.46153846153847","14.725663716814159","0.00028290721263634765","1.0","0.028317648517817845","2","1","1","1.0","1.0","1.0"
"SEQ4167","","","118","65","21","0","84.89208633093526","0.0","0.0","0.0002879211583649846","1.0","0.028317648517817845","6","0","6","0.03125","0.03125","0.011988011988011988"
"SEQ15839","","","118","65","21","0","84.89208633093526","0.0","0.0","0.0002879211583649846","1.0","0.028317648517817845","13","0","13","0.000244140625","0.000244140625","0.017982017982017984"
"SEQ4064","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ4458","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ5412","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ7083","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ7769","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ8123","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21454","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21464","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21476","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21494","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21503","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21516","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21535","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21559","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21582","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21605","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21744","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21767","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21778","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21790","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21799","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21814","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21818","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21830","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ21834","","","27","1","112","64","19.424460431654676","98.46153846153847","15.428571428571429","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ31537","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ2603","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ2868","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ3360","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ3607","","","112","64","27","1","80.57553956834532","1.5384615384615385","0.06481481481481481","0.0002882781417937727","1.0","0.028317648517817845","1","1","1","1.0","1.0","1.0"
"SEQ26292","","","4","12","135","53","2.877697841726619","81.53846153846153","0.1308641975308642","0.000288323741229661","1.0","0.028317648517817845","9","2","8","0.0390625","0.17968750000000003","0.001998001998001998"
"SEQ26305","","","4","12","135","53","2.877697841726619","81.53846153846153","0.1308641975308642","0.000288323741229661","1.0","0.028317648517817845","9","2","8","0.0390625","0.17968750000000003","0.001998001998001998"
"SEQ26309","","","4","12","135","53","2.877697841726619","81.53846153846153","0.1308641975308642","0.000288323741229661","1.0","0.028317648517817845","9","2","8","0.0390625","0.17968750000000003","0.000999000999000999"
